순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
207,MSFF2021 인사이드 더 트웬티-16mm(1),,"479,000",0.0%,"479,000",80,80,1,2,한국,한국,
207,"그 시절, 너의 뒤를 쫓았다",,"714,900",0.0%,"2,491,800",80,257,3,24,일본,일본,(주)미디어캐슬
207,청춘무정,,"160,000",0.0%,"13,326,000",80,"6,654",1,6,한국,한국,
210,존 웨인의 진주만,,"158,000",0.0%,"8,719,000",79,"4,123",1,11,미국,미국,
211,MSFF2021 아웃사이드 더 트웬티-16mm(1),,"466,000",0.0%,"466,000",78,78,1,2,한국,한국,
212,허클베리 핀의 모험,,"192,500",0.0%,"1,197,500",77,588,1,5,미국,미국,
213,내 친구의 집은 어디인가,1996-08-17,"531,000",0.0%,"10,892,000",75,"1,478",1,4,이란,이란,
214,니키리라고도 알려진,,"365,000",0.0%,"365,000",73,73,1,3,미국,미국,
215,뷰티 인사이드,2015-08-20,"480,000",0.0%,"16,186,847,031",71,"2,058,205",1,7,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
215,이수,,"398,000",0.0%,"9,908,000",71,"4,524",1,3,프랑스,"프랑스,미국",
217,숲,,"210,000",0.0%,"827,481",70,648,1,12,한국,한국,
217,요리스 이벤스 단편 1. 초기 네덜란드 단편,,"474,000",0.0%,"474,000",70,70,1,2,네덜란드,네덜란드,
219,토토리! 우리 둘만의 여름,2021-05-19,"400,500",0.0%,"14,000,080",69,"1,519",4,49,노르웨이,노르웨이,(주)팝엔터테인먼트
220,오늘부터 우리는!!,2021-03-27,"634,000",0.0%,"2,298,710",68,231,4,21,일본,일본,(주)미디어캐슬
221,요리스 이벤스 단편 7. 남아메리카의 이벤스,,"463,000",0.0%,"463,000",67,67,1,2,기타,기타,
221,바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,"426,000",0.0%,"481,851,000",67,"73,864",1,8,영국,영국,와이드 릴리즈(주)
223,2046,2004-10-15,"600,000",0.0%,"847,067,510",66,"128,470",1,6,홍콩,홍콩,"(주)디스테이션,이십세기폭스필름코퍼레이션"
223,클래식,2003-01-30,"596,500",0.0%,"137,395,900",66,"18,973",10,12,한국,한국,(주)시네마서비스
225,블루 재스민,2013-09-25,"549,000",0.0%,"1,060,602,500",64,"144,832",1,14,미국,미국,(주)인벤트스톤
226,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,2019-02-14,"478,970",0.0%,"245,408,200",63,"27,420",2,18,일본,일본,(주)애니플러스
226,밈 전쟁: 개구리 페페 구하기,,"584,000",0.0%,"2,469,000",63,280,1,13,미국,미국,주식회사 왓챠
228,카페 소사이어티,2016-09-14,"620,000",0.0%,"1,063,564,166",62,"128,754",1,1,미국,미국,"찬란,CGV아트하우스"
228,공포분자,2020-09-17,"428,000",0.0%,"43,917,630",62,"5,683",1,7,기타,기타,(주)에이썸엔터테인먼트
230,1917,2020-02-19,"425,000",0.0%,"7,942,218,360",61,"879,471",13,18,미국,미국,(주)스마일이엔티
231,성욕 도우미,2021-06-14,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
231,옆집 사는 가슴 큰 전업주부,2021-06-10,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)디어프로덕션
231,땀샘터진 간병인,2021-06-14,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
231,자꾸 나만 먹어,2021-06-11,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화
231,언플랜드,2020-12-17,"60,000",0.0%,"122,192,160",60,"14,464",1,1,미국,미국,(주)영화사오원
231,팟캐스트 : 은밀한 상담,2021-06-17,"300,000",0.0%,"300,000",60,60,1,1,미국,미국,(주)픽쳐레스크
231,바보,2021-06-10,"300,000",0.0%,"300,000",60,60,1,1,중국,중국,(주)라온컴퍼니플러스
231,며느리 젖몸살 무삭제판,2021-06-10,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
231,꽃장사,2021-06-10,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
231,수상한 가정부,2021-06-10,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
231,프랑스여자,2020-06-04,"300,000",0.0%,"141,841,900",60,"19,883",1,1,한국,한국,"(주)디스테이션,롯데컬처웍스(주)롯데엔터테인먼트"
231,위험한 삼촌들2,2021-06-10,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
231,한지붕 세가족2,2021-06-10,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
231,한지붕 세가족3,2021-06-10,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
231,땀샘터진 형의 아내,2021-06-14,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
231,성욕에 눈뜬 아내,2021-06-14,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
231,음란 며느리의 젖몸살,2021-06-14,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
231,음욕의 신혼생활,2021-06-14,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
231,여동생 미식회,2021-06-14,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
250,저승보다 낯선,2021-06-30,"332,000",0.0%,"438,000",58,74,9,10,한국,한국,(주)스튜디오 보난자
250,MSFF2021 아웃사이드 더 트웬티-35mm(1),,"346,000",0.0%,"346,000",58,58,1,2,한국,한국,
250,검찰측의 죄인,,"489,900",0.0%,"6,531,000",58,696,3,15,일본,일본,
250,당나귀 공주,2019-08-22,"385,000",0.0%,"7,446,000",58,953,1,9,프랑스,프랑스,(주)에스와이코마드
250,잠자는 살인자들,,"300,000",0.0%,"370,000",58,72,1,6,프랑스,프랑스,
255,문라이즈 킹덤,2013-01-31,"570,000",0.0%,"311,325,500",57,"39,547",1,1,미국,미국,(주)영화사 진진
255,호크니,2019-08-08,"399,000",0.0%,"139,139,352",57,"17,050",1,1,영국,영국,"그린나래미디어(주),(주)키다리이엔티"
257,시시콜콜한 이야기,,"168,000",0.0%,"168,000",56,56,1,13,한국,한국,필름다빈
258,사랑을 합시다,,"273,000",0.0%,"11,805,000",53,"5,394",1,2,미국,미국,
258,아비정전,1990-12-22,"530,000",0.0%,"214,997,170",53,"29,608",1,3,홍콩,홍콩,(주)디스테이션
258,트랜짓,2020-07-02,"315,000",0.0%,"44,585,160",53,"5,267",1,4,독일,독일,M&M 인터내셔널
258,날씨의 아이,2019-10-30,"422,000",0.0%,"5,874,487,190",53,"716,601",1,7,일본,일본,"(주)미디어캐슬,워터홀컴퍼니(주)"
262,미션 파서블,2021-02-17,"260,000",0.0%,"4,064,666,600",52,"447,111",1,1,한국,한국,(주)메리크리스마스
263,댄싱 베토벤,2018-02-22,"358,000",0.0%,"45,246,500",51,"6,237",1,1,스페인,"스페인,스위스",(주)마노엔터테인먼트
263,라라랜드,2016-12-07,"350,000",0.0%,"30,971,062,708",51,"3,755,872",14,14,미국,미국,판씨네마(주)
263,신체 강탈자의 침입,,"102,000",0.0%,"2,698,000",51,"1,274",1,12,미국,미국,
263,오렌지필름-이우정 감독전,,"450,000",0.0%,"450,000",51,51,1,4,한국,한국,
267,크라이시스,2021-05-20,"250,000",0.0%,"10,482,500",50,"2,050",5,10,독일,독일,(주)누리픽쳐스
267,검은 옷의 신부,,"269,000",0.0%,"1,698,000",50,311,1,2,프랑스,"프랑스,이탈리아",
267,"나의 위대한 친구, 세잔",2016-12-15,"500,000",0.0%,"150,609,500",50,"20,606",1,1,프랑스,프랑스,그린나래미디어(주)
267,세상의 모든 디저트: 러브 사라,2021-02-04,"500,000",0.0%,"55,160,170",50,"6,582",1,1,영국,영국,(주)티캐스트
267,커피와 담배,2006-07-27,"514,000",0.0%,"78,358,900",50,"10,575",1,5,미국,미국,"(주)영화사 안다미로,(주)스폰지이엔티"
272,지상의 밤,,"512,000",0.0%,"13,155,000",49,"1,635",1,2,일본,"일본,미국,독일,이탈리아,핀란드",(주)영화사 안다미로
272,내일의 기억,2021-04-21,"432,000",0.0%,"3,026,593,660",49,"333,019",9,19,한국,한국,"(주)아이필름코퍼레이션,씨제이 씨지브이(CJ CGV)(주)"
274,너의 이름은.,2017-01-04,"380,000",0.0%,"30,080,010,136",48,"3,738,482",1,8,일본,일본,메가박스중앙(주)플러스엠
274,요리스 이벤스 단편 5. 변화의 바람,,"323,000",0.0%,"323,000",48,48,1,2,기타,기타,
276,더 배니싱,2021-06-30,"235,000",0.0%,"235,000",47,47,5,5,영국,영국,주식회사 디에스이이디
276,자녀목,1985-03-01,"315,000",0.0%,"1,677,000",47,254,15,15,한국,한국,(주)다자인소프트
276,여행자,,"315,000",0.0%,"1,117,000",47,180,1,2,이란,이란,
276,공포의 보수,,"278,000",0.0%,"7,738,000",47,"3,271",1,2,프랑스,"프랑스,이탈리아",
280,바르다가 사랑한 얼굴들,2018-06-14,"380,000",0.0%,"254,417,534",46,"31,570",1,4,프랑스,프랑스,(주)영화사 진진
280,작가 미상,2020-02-20,"1,380,000",0.0%,"110,442,960",46,"13,696",1,1,독일,독일,(주)영화사 진진
282,요리스 이벤스 단편 4. 전쟁의 이미지,,"297,000",0.0%,"297,000",45,45,1,2,미국,미국,
283,유리씨즈,1975-12-27,"86,000",0.0%,"26,543,000",43,"13,501",1,4,이탈리아,이탈리아,
284,앵무새 몸으로 울었다,1981-10-24,"279,000",0.0%,"2,077,500",41,313,14,14,한국,한국,(주)다자인소프트
284,타이페이 스토리,2019-11-07,"278,000",0.0%,"40,966,420",41,"5,101",1,7,대만,대만,(주)드림팩트엔터테인먼트
284,해피 투게더,1998-08-22,"360,000",0.0%,"318,182,820",41,"35,076",1,9,홍콩,홍콩,(주)디스테이션
284,데드 맨,1998-05-23,"424,000",0.0%,"19,909,000",41,"2,112",1,3,미국,"미국,독일,일본",(주)영화사 안다미로
288,운디네,2020-12-24,"249,000",0.0%,"59,033,020",40,"6,854",1,4,독일,독일,M&M 인터내셔널
288,인디언 파이터,,"80,000",0.0%,"2,032,000",40,"1,018",1,4,미국,미국,
288,그리고 삶은 계속된다,1998-03-14,"283,000",0.0%,"1,878,500",40,260,1,4,이란,이란,
291,파수꾼,2011-03-03,"227,000",0.0%,"207,734,900",39,"26,501",2,16,한국,한국,필라멘트픽쳐스
292,파운더,2017-04-20,"304,000",0.0%,"276,707,900",38,"34,788",1,1,미국,미국,CGV아트하우스
292,도심 속의 방,2019-08-22,"259,000",0.0%,"5,907,000",38,780,1,6,프랑스,"프랑스,이탈리아",(주)에스와이코마드
292,바그다드 카페 : 디렉터스컷,2016-07-14,"247,000",0.0%,"175,249,309",38,"24,311",4,7,독일,"독일,미국","주식회사 왓챠,(주)팝엔터테인먼트"
295,디스트럭션 베이비,,"284,000",0.0%,"971,000",37,144,4,9,일본,일본,
295,센코롤 커넥트,2021-03-27,"309,900",0.0%,"902,900",37,99,4,11,일본,일본,(주)미디어캐슬
297,대결,1971-01-20,"198,000",0.0%,"3,853,000",36,678,1,2,프랑스,"프랑스,이탈리아",
298,여행자,,"155,000",0.0%,"597,000",35,122,1,2,이탈리아,"이탈리아,스페인,프랑스",
298,"그리고, 살아간다",2021-01-15,"302,200",0.0%,"2,372,510",35,263,3,13,일본,일본,(주)미디어캐슬
298,인 디 아일,2018-11-22,"214,000",0.0%,"87,668,900",35,"10,238",1,4,독일,독일,M&M 인터내셔널
298,시네마 천국,1990-07-07,"247,000",0.0%,"373,649,000",35,"60,488",5,8,프랑스,"프랑스,이탈리아","주식회사 왓챠,(주)팝엔터테인먼트"
302,리틀드래곤 코코넛2: 정글대탐험,2021-02-24,"170,000",0.0%,"35,345,910",34,"4,275",1,1,독일,독일,(주)팝엔터테인먼트
302,옆자리 괴물군,,"266,470",0.0%,"2,711,370",34,296,3,13,일본,일본,
302,위도 17도,,"217,000",0.0%,"217,000",34,34,1,2,프랑스,"프랑스,베트남",
302,피아골,1955-09-23,"68,000",0.0%,"1,842,000",34,921,1,6,한국,한국,
306,크레오소트,,"217,000",0.0%,"217,000",33,33,1,2,네덜란드,"네덜란드,프랑스",
306,프란츠,2017-07-20,"206,000",0.0%,"153,397,300",33,"21,073",1,4,프랑스,프랑스,찬란
306,남태평양,1971-08-07,"66,000",0.0%,"20,704,924",33,"11,690",1,4,미국,미국,
309,맨발의 이사도라,,"64,000",0.0%,"1,352,000",32,283,1,1,영국,"영국,프랑스",
309,새로운 시작,,"211,000",0.0%,"211,000",32,32,1,2,폴란드,"폴란드,체코,슬로바키아,불가리아",
309,배신,,"64,000",0.0%,"89,000",32,41,1,4,미국,미국,
309,한여름의 판타지아,2015-06-11,"379,000",0.0%,"288,308,458",32,"37,079",1,2,한국,"한국,일본",㈜인디스토리
309,아르코 라이브 연극 깐느로 가는 길,,"294,000",0.0%,"294,000",32,32,1,2,한국,한국,(주)아이디어랩
309,피와 검은 레이스,,"159,000",0.0%,"159,000",32,32,1,2,이탈리아,"이탈리아,프랑스,서독",
315,황금 투구,,"184,000",0.0%,"1,804,500",31,344,1,2,프랑스,프랑스,
316,레저렉션 이펙트,2021-06-01,"189,940",0.0%,"189,940",30,30,21,21,기타,기타,(유)조이앤시네마
316,사다코,,"287,000",0.0%,"324,000",30,35,3,12,일본,일본,(주)미디어캐슬
316,도망친 여자,2020-09-17,"220,000",0.0%,"86,828,240",30,"10,318",1,3,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
316,희미한 곰별자리,,"153,000",0.0%,"5,846,000",30,798,1,2,이탈리아,"이탈리아,프랑스",
320,이집트,,"58,000",0.0%,"9,171,000",29,"4,489",1,4,미국,미국,
320,강의 노래,,"206,000",0.0%,"206,000",29,29,1,2,독일,독일,
320,원한의 도곡리 다리,,"58,000",0.0%,"14,069,000",29,"6,660",1,4,미국,미국,
323,구멍,,"142,000",0.0%,"323,000",28,67,1,2,프랑스,"프랑스,이탈리아",
323,생사의 고백,1971-10-22,"138,000",0.0%,"277,000",28,56,1,2,프랑스,"프랑스,이탈리아",
323,플로리다 프로젝트,2018-03-07,"280,000",0.0%,"801,035,600",28,"95,693",1,1,미국,미국,오드
323,둥글고 둥글게,,"240,000",0.0%,"5,550,000",28,559,3,14,한국,한국,(주)영화사 진진
327,산,,"54,000",0.0%,"10,195,000",27,"5,083",1,4,미국,미국,
327,이탈리아는 가난한 나라가 아니다,,"176,000",0.0%,"176,000",27,27,1,2,이탈리아,이탈리아,
327,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,"198,500",0.0%,"787,714,110",27,"88,023",1,3,일본,일본,(주)애니플러스
327,납치,,"27,000",0.0%,"27,000",27,27,1,1,일본,일본,
327,세자르와 로잘리,,"141,000",0.0%,"856,000",27,169,1,2,,,
327,지하실의 멜로디,,"144,000",0.0%,"1,229,000",27,243,1,2,프랑스,"프랑스,이탈리아",
327,밀고자,,"151,000",0.0%,"1,145,000",27,178,1,2,프랑스,"프랑스,이탈리아",
327,흐린 하늘에 웃다,2021-06-16,"198,800",0.0%,"613,800",27,67,3,24,일본,일본,(주)미디어캐슬
335,날으는 해병대,,"52,000",0.0%,"2,437,000",26,936,1,4,미국,미국,
335,다윗과 밧세바,,"52,000",0.0%,"12,678,000",26,"6,372",1,1,미국,미국,
335,(2021 작은영화영화제) 꿋꿋이 서있다보면,,"78,000",0.0%,"78,000",26,26,1,1,한국,한국,
335,화녀,1971-04-01,"192,000",0.0%,"28,224,500",26,"4,110",3,11,한국,한국,(주)다자인소프트
339,도살자,,"136,000",0.0%,"1,594,000",25,246,1,1,프랑스,"프랑스,이탈리아",
339,천국과 지옥,,"50,000",0.0%,"1,273,000",25,689,1,4,미국,미국,
339,홀로도모르:우크라이나 대학살,2021-06-06,"25,000",0.0%,"25,000",25,25,1,1,캐나다,캐나다,세도나아이(주)
339,원더풀 라이프,2001-12-09,"169,000",0.0%,"181,820,600",25,"22,068",1,3,일본,일본,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간"
339,어른들은 몰라요,2021-04-15,"153,900",0.0%,"338,217,750",25,"34,685",2,11,한국,한국,(주)리틀빅픽쳐스
339,요리스 이벤스 단편 2. 노동자의 삶,,"163,000",0.0%,"163,000",25,25,1,2,기타,기타,
339,요리스 이벤스 단편 3. 민중과 비참,,"158,000",0.0%,"158,000",25,25,1,2,기타,기타,
346,존 휴스턴 회고전-용서받지 못할 자,,"48,000",0.0%,"14,271,000",24,"6,458",1,4,미국,미국,
346,우리는 건설한다,,"150,000",0.0%,"150,000",24,24,1,2,네덜란드,네덜란드,
346,삼손과 데릴라,1974-12-21,"48,000",0.0%,"29,564,318",24,"15,998",1,1,미국,미국,
346,산나물 처녀,,"72,000",0.0%,"72,000",24,24,1,6,한국,한국,필름다빈
346,써니,2021-05-26,"229,000",0.0%,"2,494,000",24,347,2,10,일본,일본,(주)콘텐츠판다
351,어느 사랑의 연대기,,"131,000",0.0%,"131,000",23,23,1,2,이탈리아,이탈리아,
351,오버 드라이브,,"179,500",0.0%,"2,066,670",23,203,2,10,일본,일본,(주)미디어캐슬
351,조이 하우스,,"118,000",0.0%,"118,000",23,23,1,2,프랑스,프랑스,
351,두 번째 숨결,,"116,000",0.0%,"796,000",23,127,1,2,프랑스,프랑스,
351,진홍의 도적,,"46,000",0.0%,"10,463,000",23,"4,880",1,4,미국,미국,
351,더 엑시트,2021-06-22,"116,500",0.0%,"116,500",23,23,18,18,미국,미국,(유)조이앤시네마
351,플레이밍 스타,,"46,000",0.0%,"46,000",23,23,1,4,미국,미국,
358,파리의 별빛 아래,2021-05-05,"141,000",0.0%,"13,854,350",22,"1,576",4,11,프랑스,프랑스,판씨네마(주)
358,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,"176,500",0.0%,"407,791,110",22,"46,399",1,7,일본,일본,(주)애니플러스
358,불면증,,"115,000",0.0%,"115,000",22,22,1,2,노르웨이,노르웨이,
358,죽음의 추적자,,"44,000",0.0%,"374,000",22,138,1,1,,,
358,마농의 샘,1992-01-01,"118,000",0.0%,"803,000",22,156,1,2,프랑스,프랑스,
363,레 미제라블,2021-04-15,"79,500",0.0%,"86,624,340",21,"10,551",2,4,프랑스,프랑스,(주)영화사 진진
363,시칠리아의 음모,,"118,000",0.0%,"118,000",21,21,1,2,이탈리아,이탈리아,
363,코지 판 투테,2021-04-18,"567,100",0.0%,"6,554,960",21,284,3,7,독일,독일,(주)케빈앤컴퍼니
363,디아볼릭,,"118,000",0.0%,"4,364,000",21,"1,680",1,2,프랑스,프랑스,
363,구독좋아요알림설정,2021-05-19,"208,300",0.0%,"8,584,900",21,808,10,15,미국,미국,주식회사 왓챠
368,회춘 마사지샵,,"100,000",0.0%,"190,000",20,38,1,1,일본,일본,(주)빅콘미디어
368,러브X독,,"163,700",0.0%,"628,200",20,76,3,17,일본,일본,(주)미디어캐슬
368,서칭 포 슈가맨,2012-10-11,"226,000",0.0%,"212,448,100",20,"29,525",1,7,스웨덴,"스웨덴,영국",판씨네마(주)
368,벙어리 삼룡이,1964-11-13,"40,000",0.0%,"11,627,000",20,"5,655",1,4,한국,한국,
368,나는 비밀을 알고 있다,,"50,000",0.0%,"346,000",20,155,1,2,미국,미국,
368,장미의 전쟁,2021-06-28,"100,000",0.0%,"100,000",20,20,1,1,한국,한국,주식회사 바나나픽쳐스
368,주부들의 육체 비밀,2021-06-29,"100,000",0.0%,"100,000",20,20,1,1,한국,한국,(주)이십일세기미디어
368,컨스피러시,,"100,000",0.0%,"100,000",20,20,1,1,미국,미국,
368,두 낫 리플라이,,"100,000",0.0%,"100,000",20,20,1,1,미국,미국,
368,생존: 두 개의 세계,,"100,000",0.0%,"100,000",20,20,1,1,미국,미국,
368,완전한 타인,2021-06-24,"100,000",0.0%,"100,000",20,20,1,1,한국,한국,주식회사 바나나픽쳐스
368,비트클럽,2021-06-28,"100,000",0.0%,"100,000",20,20,1,1,한국,한국,주식회사 바나나픽쳐스
368,워닝 쇼트: 아이 엠 마더,,"100,000",0.0%,"100,000",20,20,1,1,미국,미국,
368,가족이면 어때,2021-06-24,"100,000",0.0%,"100,000",20,20,1,1,한국,한국,주식회사 바나나픽쳐스
368,원주,2021-06-24,"100,000",0.0%,"100,000",20,20,1,1,한국,한국,주식회사 바나나픽쳐스
368,사쿠라짱의 남성문제 연구소,,"100,000",0.0%,"100,000",20,20,1,1,일본,일본,(주)빅콘미디어
368,야쿠자에게 사육당한 아내,,"100,000",0.0%,"100,000",20,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
368,불륜의 힘: 나를 벌레 취급한 아내,,"100,000",0.0%,"100,000",20,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
368,부도난 공장: 아내 음부 어음,,"100,000",0.0%,"100,000",20,20,1,1,일본,일본,
368,백만달러와 시체,,"100,000",0.0%,"100,000",20,20,1,1,미국,미국,
388,도시 위에 군림하는 손,,"102,000",0.0%,"464,000",19,78,1,2,이탈리아,"이탈리아,프랑스",
388,사형대의 엘리베이터,,"66,500",0.0%,"66,500",19,19,1,1,프랑스,프랑스,
388,언어의 정원,2013-08-14,"152,000",0.0%,"508,746,393",19,"76,534",1,6,일본,일본,(주)팝엔터테인먼트
388,악의 화원,,"38,000",0.0%,"3,814,000",19,"1,907",1,1,미국,미국,
388,마농의 샘 2,,"103,000",0.0%,"294,500",19,63,1,2,프랑스,프랑스,
388,지난 여름 갑자기,,"38,000",0.0%,"15,692,000",19,"7,324",1,1,미국,미국,
388,타락천사,1995-12-23,"190,000",0.0%,"96,958,920",19,"10,037",1,1,홍콩,홍콩,(주)디스테이션
388,은혼,2017-12-07,"135,970",0.0%,"149,677,970",19,"18,420",3,7,일본,일본,(주)라이크콘텐츠
396,마사지로 알아버린 친구엄마의 지스팟,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,마사지였을 뿐인데 오르가즘으로,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,배다른 여동생과 오빠,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,B급 청춘,2021-06-16,"97,000",0.0%,"97,000",18,18,5,18,한국,한국,유한회사 영화사 반딧불
396,꼭대기 방,,"87,000",0.0%,"3,822,000",18,"1,840",1,1,영국,영국,
396,그 여름 가장 조용한 바다,2004-08-13,"132,000",0.0%,"35,465,034",18,"5,246",1,2,일본,일본,"(주)영화사 진진,(주)스폰지이엔티"
396,세리 누아르,,"73,500",0.0%,"307,500",18,67,1,2,프랑스,프랑스,
396,창문 넘어 도망친 100세 노인,2014-06-18,"56,500",0.0%,"1,840,186,353",18,"243,477",1,2,스웨덴,스웨덴,(주)영화사 빅
396,트립 투 잉글랜드,2015-11-26,"109,000",0.0%,"33,854,800",18,"4,310",1,2,영국,영국,찬란
396,유전,2018-06-07,"185,000",0.0%,"1,598,528,478",18,"181,477",1,5,미국,미국,(주)팝엔터테인먼트
396,강변호텔,2019-03-27,"122,000",0.0%,"54,261,036",18,"6,929",1,2,한국,한국,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트"
396,미드소마,2019-07-11,"178,910",0.0%,"816,996,626",18,"89,879",1,5,미국,미국,(주)팝엔터테인먼트
396,하늘을 나는 타이어,,"138,000",0.0%,"698,100",18,80,2,10,일본,일본,
396,갑자기 생긴 예쁜 여동생과 젖은밤,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,남자죽이는 J컵 노브라 치토세,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,남편에게 보여진 적이 없는 엉덩이,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,다리벌린 친구엄마 레이코,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,한여름밤 새엄마 유나와 부채,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,훔쳐보는 아내의 정사-관음절정,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,데이트 어플에서 찾은 옆집유부녀,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,도쿄관능소설 - 여작가의 사생활,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,딸과는 친구같은 관계라서 - 사위유혹,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,카오리의 야한 속옷을 훔쳐본 오후,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,천연거유 새엄마는 사사짱,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
396,좁은집에서 달게 맛본 새엄마,2021-06-25,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)도키엔터테인먼트
421,간츠: 오,2017-05-11,"131,000",0.0%,"12,818,500",17,"1,642",1,3,일본,일본,(주)미디어캐슬
421,여름날,2020-08-20,"129,000",0.0%,"6,008,480",17,781,1,6,한국,한국,영화배급협동조합 씨네소파
421,버티고,2019-10-16,"51,800",0.0%,"121,934,140",17,"14,406",1,1,한국,한국,(주)트리플픽쳐스
421,암행어사와 흑두건,,"34,000",0.0%,"2,764,000",17,"1,376",1,4,한국,한국,
425,바운티 호의 반란,,"32,000",0.0%,"179,000",16,65,1,1,미국,미국,
425,파티걸,,"32,000",0.0%,"801,000",16,323,1,4,미국,미국,
425,쥴 앤 짐,1997-01-04,"32,000",0.0%,"19,461,000",16,"3,230",1,4,프랑스,프랑스,㈜영화사 백두대간
428,media art work screening 열여섯 번째 정기 상영회,,"60,000",0.0%,"60,000",15,15,1,2,한국,한국,
428,태양 아래(해설판),2016-07-14,"15,000",0.0%,"3,593,000",15,531,1,1,체코,"체코,러시아,독일",THE 픽쳐스
428,타오르는 여인의 초상,2020-01-16,"48,500",0.0%,"1,293,339,838",15,"153,964",1,1,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
428,3월의 라이온 전편,,"85,970",0.0%,"551,970",15,73,2,5,일본,일본,
428,진홍의 평원,,"30,000",0.0%,"6,511,000",15,"3,227",1,2,영국,영국,
433,"6월 수요단편극장: 우리가 살아온, 그들이 살아갈 세상",,"109,000",0.0%,"109,000",14,14,1,1,한국,한국,
433,전쟁은 끝났다,,"74,000",0.0%,"96,000",14,19,1,2,프랑스,"프랑스,스웨덴",
433,인간실격,,"124,400",0.0%,"387,900",14,42,3,7,일본,일본,(주)미디어캐슬
433,트립 투 스페인,2018-05-17,"97,000",0.0%,"91,712,317",14,"11,610",1,1,영국,영국,아이 엠
433,마스터,2013-07-11,"103,000",0.0%,"283,295,800",14,"36,970",1,2,미국,미국,(주)영화사 진진
433,트립 투 이탈리아,2015-06-04,"70,000",0.0%,"164,762,800",14,"21,522",1,1,영국,영국,찬란
433,포스트맨은 벨을 두번 울린다,,"28,000",0.0%,"7,801,000",14,"3,709",1,1,미국,미국,
440,떼레즈 라껭,,"69,000",0.0%,"214,000",13,41,1,1,프랑스,"프랑스,이탈리아",
440,스파이의 아내,2021-03-25,"118,000",0.0%,"97,795,830",13,"11,118",1,2,일본,일본,M&M 인터내셔널
